STATE,CLASS,GENDER,AGE,PAID
STATE 15,C11,M,73,1100.76
STATE 02,C6 ,M,73,1095.92
STATE 12,C1 ,F,73,1083.25
STATE 04,C6 ,M,73,1077.67
STATE 17,C6 ,F,73,1036.74
STATE 15,C1B,M,73,1035.58
STATE 15,C1A,M,73,986.12
STATE 15,C6 ,F,73,984.11
STATE 15,C6 ,M,73,978.43
STATE 02,C11,F,73,972.45
STATE 17,C6 ,F,73,961.89
STATE 15,C6 ,F,73,932.41
STATE 15,C6 ,F,73,904.23
STATE 14,C1 ,M,73,893.56
STATE 04,C6 ,M,73,893.03
STATE 02,F6 ,M,73,855.15
STATE 15,C6 ,M,73,843.69
STATE 15,C7 ,F,73,841.85
STATE 04,C6 ,F,73,838.57
STATE 17,C11,F,73,828.13
STATE 15,C6 ,F,73,821.63
STATE 07,C11,F,73,774.64
STATE 02,C6 ,F,73,773.68
STATE 17,C11,F,73,771.51
STATE 06,C6 ,M,73,754.31
STATE 06,C6 ,F,73,745.61
STATE 15,C11,M,73,740.38
STATE 14,C1 ,M,73,736.7
STATE 04,C11,M,73,726.69
STATE 15,C6 ,F,73,724.77
STATE 15,C6 ,F,73,709.59
STATE 15,C1 ,F,73,706.2
STATE 06,C6 ,F,73,694.91
STATE 07,C71,M,73,693.13
STATE 04,C11,M,73,672.78
STATE 15,C7 ,F,73,661.55
STATE 06,C7 ,M,73,651.27
STATE 15,C11,M,73,621.56
STATE 02,C6 ,F,73,586.14
STATE 04,C11,F,73,584.83
STATE 15,C11,M,73,579.85
STATE 02,C6 ,M,73,564.93
STATE 15,C6 ,F,73,564.05
STATE 15,C6 ,M,73,551.78
STATE 02,C11,M,73,549.77
STATE 02,C6 ,F,73,540
STATE 02,C11,M,73,539.08
STATE 15,C11,M,73,537.65
STATE 13,C6 ,F,73,522.94
STATE 04,C6 ,F,73,516.06
STATE 01,C11,F,73,505.2
STATE 13,C1 ,F,73,503.49
STATE 15,C6 ,M,73,500
STATE 07,C6 ,F,73,497.85
STATE 15,C11,M,73,495.81
STATE 14,C6 ,F,73,492.69
STATE 02,C11,F,73,491.63
STATE 03,C11,M,73,485.84
STATE 15,F6 ,M,73,480
STATE 02,C11,F,73,471.9
STATE 02,C11,F,73,471.19
STATE 15,C1B,M,73,468.2
STATE 15,C1 ,M,73,446.71
STATE 04,C6 ,M,73,441.8
STATE 15,C7 ,M,73,419.15
STATE 06,C1B,M,73,403.3
STATE 04,C6 ,F,73,398.99
STATE 04,C11,M,73,398.1
STATE 02,C6 ,M,73,384.97
STATE 03,C6 ,M,73,378.57
STATE 02,C1 ,F,73,375
STATE 15,C11,F,73,365.89
STATE 02,C6 ,M,73,359.83
STATE 15,C6 ,M,73,358.7
STATE 03,C11,M,73,348.09
STATE 15,C11,M,73,346.63
STATE 02,C11,M,73,343.15
STATE 15,C11,M,73,339.72
STATE 15,C1 ,M,73,337.78
STATE 15,C6 ,F,73,336.83
STATE 06,C6 ,M,73,294.83
STATE 15,C2 ,M,73,284.54
STATE 15,C6 ,F,73,228
STATE 10,C11,M,73,221.3
STATE 15,C11,M,73,196.14
STATE 10,C6 ,M,73,177.6
STATE 03,C6 ,M,73,177.42
STATE 15,C1C,M,73,168.53
STATE 02,C1 ,F,73,152.12
STATE 04,C11,M,73,149.85
STATE 03,C11,M,73,146.25
STATE 15,C6 ,M,73,139.79
STATE 06,C6 ,M,73,131.76
STATE 01,F6 ,M,73,73.54
STATE 07,F6 ,M,73,50
STATE 15,C6 ,F,73,41.12
STATE 15,C1 ,M,73,22.79
STATE 13,C6 ,F,72,33137.5
STATE 12,C1B,M,72,16161.53
STATE 15,C6 ,M,72,15031.42
STATE 02,C1B,F,72,11511.81
STATE 04,C11,M,72,9960.93
STATE 02,C6 ,F,72,7293.43
STATE 17,C11,M,72,7017.57
STATE 06,C6 ,M,72,6613.76
STATE 15,C6 ,M,72,6466.1
STATE 14,C11,F,72,6283.59
STATE 01,C7 ,F,72,6258.64
STATE 04,C6 ,M,72,5794.99
STATE 15,C6 ,F,72,4750
STATE 17,C11,M,72,4710.29
STATE 03,C6 ,F,72,4551.51
STATE 04,C6 ,M,72,4188.37
STATE 06,C6 ,M,72,4184.44
STATE 02,C6 ,M,72,4006.3
STATE 10,C1 ,M,72,3816.26
STATE 02,C11,M,72,3754.51
STATE 15,C6 ,F,72,3495.14
STATE 15,C1 ,M,72,3324.48
STATE 15,C1B,F,72,3140.66
STATE 15,C6 ,F,72,3090.25
STATE 02,C11,M,72,3065
STATE 15,C6 ,M,72,3029.44
STATE 07,C6 ,F,72,3000
STATE 15,C6 ,F,72,2840.67
STATE 02,C6 ,F,72,2542.46
STATE 17,C6 ,M,72,2541.47
STATE 02,C11,F,72,2525.65
STATE 04,C6 ,M,72,2504.55
STATE 02,C6 ,M,72,2313.75
STATE 15,C6 ,M,72,2276.74
STATE 02,C6 ,M,72,2176.36
STATE 15,C6 ,F,72,2137.4
STATE 03,C2 ,M,72,2110.88
STATE 02,C11,M,72,2106.46
STATE 15,C7 ,F,72,2093.36
STATE 17,C11,M,72,2050.74
STATE 04,C6 ,F,72,1983.49
STATE 15,C6 ,M,72,1971.75
STATE 02,C6 ,M,72,1956
STATE 07,C11,M,72,1914.81
STATE 06,C71,M,72,1870.58
STATE 17,C6 ,M,72,1789.15
STATE 17,C11,F,72,1747.35
STATE 17,C6 ,M,72,1725.53
STATE 17,C6 ,F,72,1717.59
STATE 17,C6 ,F,72,1692.18
STATE 14,F11,M,72,1655.51
STATE 15,C11,F,72,1650
STATE 02,C6 ,F,72,1622.73
STATE 17,C11,M,72,1599.63
STATE 04,F6 ,M,72,1559.85
STATE 17,C6 ,F,72,1552.65
STATE 03,C6 ,M,72,1550
STATE 06,C11,F,72,1533.34
STATE 17,C2 ,M,72,1521.74
STATE 03,C11,M,72,1518.12
STATE 15,C6 ,F,72,1516.48
STATE 17,C6 ,M,72,1497.35
STATE 06,C6 ,M,72,1396.66
STATE 06,C6 ,M,72,1379.9
STATE 15,C6 ,F,72,1366.86
STATE 06,C6 ,M,72,1365.8
STATE 15,C6 ,M,72,1311.22
STATE 15,C6 ,F,72,1310.25
STATE 15,C6 ,M,72,1188.97
STATE 06,C1 ,M,72,1188.74
STATE 02,C6 ,M,72,1185.87
STATE 15,C11,F,72,1159.03
STATE 17,C6 ,M,72,1117.01
STATE 06,C1 ,M,72,1116.25
STATE 15,C1 ,M,72,1115.89
STATE 02,C11,M,72,1110.83
STATE 15,C11,F,72,1098.29
STATE 12,C11,M,72,1094.48
STATE 17,C6 ,F,72,1093.93
STATE 15,C6 ,F,72,1088.73
STATE 02,C1 ,M,72,1074.35
STATE 15,C11,M,72,1045.19
STATE 07,C71,M,72,1043.75
STATE 15,C11,M,72,1016.43
STATE 15,C11,M,72,1013.28
STATE 04,C11,M,72,939.24
STATE 02,C1B,M,72,860.67
STATE 03,C6 ,F,72,858.41
STATE 07,C6 ,F,72,856.43
STATE 15,C11,M,72,848.87
STATE 15,C11,M,72,831.8
STATE 03,C6 ,M,72,828.41
STATE 01,F1 ,F,72,796.8
STATE 14,C6 ,M,72,770.73
STATE 15,C11,F,72,764.62
STATE 03,F6 ,M,72,759.57
STATE 04,C11,F,72,746.6
STATE 04,C6 ,M,72,730
STATE 14,C11,M,72,726.13
STATE 15,C6 ,F,72,705.76
STATE 15,C6 ,M,72,698.2
STATE 15,C6 ,F,72,668.74
STATE 15,C6 ,F,72,659.07
STATE 15,C2 ,M,72,653.18
STATE 03,C6 ,F,72,636.15
STATE 04,F6 ,M,72,613.65
STATE 15,C6 ,M,72,610.16
STATE 15,C11,M,72,591.15
STATE 03,F6 ,M,72,588.19
STATE 02,F6 ,M,72,582.62
STATE 07,F11,F,72,551.4
STATE 15,C6 ,M,72,544.11
STATE 15,C6 ,F,72,540.38
STATE 04,C11,F,72,527.11
STATE 15,C6 ,F,72,524.69
STATE 15,C6 ,F,72,500
STATE 07,C6 ,F,72,477.8
STATE 02,C6 ,M,72,471.35
STATE 15,C6 ,F,72,470.84
STATE 10,C6 ,F,72,439.45
STATE 04,C11,F,72,419.92
STATE 12,C11,M,72,417.97
STATE 14,C6 ,F,72,404
STATE 17,C6 ,F,72,394.48
STATE 02,C72,M,72,393.5
STATE 07,C11,F,72,386.35
STATE 15,C6 ,F,72,379.28
STATE 01,C6 ,M,72,378.67
STATE 02,C6 ,M,72,368.45
STATE 15,C6 ,M,72,362.46
STATE 15,C1 ,M,72,360.83
STATE 04,C6 ,F,72,332.72
STATE 02,C11,F,72,331.57
STATE 07,F6 ,M,72,312.7
STATE 12,C6 ,M,72,309.67
STATE 17,C71,F,72,292.44
STATE 10,C11,M,72,267.68
STATE 17,C11,M,72,265.23
STATE 07,C11,F,72,264.91
STATE 15,C7B,M,72,261.64
STATE 02,C1B,M,72,260.56
STATE 15,C11,M,72,248.69
STATE 15,F11,M,72,243.38
STATE 15,C6 ,M,72,235.51
STATE 12,C1 ,M,72,225.16
STATE 07,F11,F,72,224.66
STATE 02,C11,M,72,221.7
STATE 10,C1 ,F,72,221.04
STATE 07,C6 ,M,72,217.44
STATE 13,C11,M,72,217.21
STATE 03,C11,F,72,210
STATE 12,C11,M,72,195
STATE 04,C6 ,M,72,189.57
STATE 07,C6 ,M,72,187.73
STATE 17,C6 ,F,72,171.35
STATE 02,C1 ,M,72,162.59
STATE 15,C1 ,M,72,150.95
STATE 04,C6 ,F,72,137.1
STATE 15,C1 ,M,72,123.92
STATE 15,C1 ,M,72,120.76
STATE 10,C6 ,M,72,111.3
STATE 15,C6 ,M,72,103.75
STATE 15,C6 ,M,72,98.22
STATE 15,C6 ,F,72,96.45
STATE 04,F6 ,M,72,75
STATE 07,C6 ,F,72,51.37
STATE 02,F1 ,M,72,50
STATE 04,C11,F,72,50
STATE 04,C11,F,72,22.55
STATE 04,C6 ,F,72,20.93
STATE 15,C6 ,M,72,15
STATE 07,C6 ,F,71,13303.17
STATE 06,C1 ,F,71,11511.72
STATE 02,C11,F,71,8034.83
STATE 03,C6 ,M,71,7751.01
STATE 15,C71,M,71,7135.59
STATE 15,C11,M,71,6768.71
STATE 12,C6 ,F,71,6593.17
STATE 15,C11,M,71,6463.21
STATE 06,C6 ,M,71,6267.53
STATE 02,C6 ,F,71,6210.66
STATE 17,C6 ,F,71,6090.02
STATE 06,C1 ,F,71,5812.6
STATE 15,C1 ,F,71,5344.67
STATE 15,F11,M,71,5175.2
STATE 04,C11,M,71,4924.74
STATE 06,C6 ,F,71,4635.37
STATE 06,C7 ,F,71,4543.95
STATE 01,F11,M,71,3872.81
STATE 15,C6 ,M,71,3806.45
STATE 15,C6 ,M,71,3510.27
STATE 04,C6 ,M,71,3387.75
STATE 15,C11,F,71,3103.56
STATE 15,F11,M,71,2978.34
STATE 02,C6 ,F,71,2968.49
STATE 07,C11,F,71,2960.83
STATE 03,C6 ,F,71,2909.74
STATE 15,C6 ,F,71,2718.87
STATE 04,F6 ,M,71,2570.92
STATE 17,C11,M,71,2489.27
STATE 04,C11,M,71,2436.6
STATE 07,F6 ,F,71,2390
STATE 15,C6 ,M,71,2299.2
STATE 06,C1 ,M,71,2274.7
STATE 15,C11,M,71,2194.43
STATE 13,F11,M,71,2152.38
STATE 13,C1B,M,71,2097.21
STATE 15,C7 ,F,71,1945.2
STATE 03,C6 ,M,71,1881.4
STATE 15,C1A,M,71,1837.28
STATE 15,C1 ,M,71,1824.53
STATE 04,C1B,M,71,1812.15
STATE 02,C6 ,M,71,1765.57
STATE 04,C71,M,71,1727.33
STATE 10,C6 ,M,71,1700.22
STATE 15,C6 ,M,71,1676.39
STATE 02,C6 ,M,71,1676
STATE 06,C1 ,M,71,1655.87
STATE 17,C11,M,71,1643.5
STATE 14,F6 ,M,71,1627
STATE 02,C7 ,F,71,1618.47
STATE 12,C6 ,M,71,1578.3
STATE 02,C6 ,M,71,1505.43
STATE 15,C11,F,71,1484.96
STATE 15,C11,M,71,1424.51
STATE 02,C6 ,M,71,1379.86
STATE 02,C11,M,71,1364.79
STATE 15,C6 ,F,71,1362.3
STATE 02,C6 ,F,71,1353.43
STATE 02,F6 ,M,71,1331.73
STATE 13,C6 ,M,71,1308.64
STATE 15,C6 ,F,71,1288.68
STATE 02,C11,M,71,1265.9
STATE 02,C6 ,F,71,1238.87
STATE 15,C1 ,M,71,1235.07
STATE 15,C1 ,M,71,1217.1
STATE 15,C6 ,M,71,1215.4
STATE 01,C11,F,71,1206.44
STATE 15,C6 ,M,71,1172.96
STATE 02,C11,F,71,1153.12
STATE 17,C6 ,F,71,1140.02
STATE 03,C11,M,71,1114.88
STATE 06,C71,M,71,1097.59
STATE 06,C11,F,71,1097.41
STATE 04,C6 ,M,71,1069.46
STATE 02,C1 ,M,71,1031.69
STATE 02,C11,M,71,1016
STATE 15,C11,F,71,1015
STATE 04,C7 ,M,71,1002.85
STATE 02,F6 ,M,71,989.53
STATE 10,C6 ,M,71,923.79
STATE 15,C6 ,F,71,913.17
STATE 02,C6 ,F,71,910.01
STATE 03,C11,M,71,900
STATE 14,C11,F,71,869.93
STATE 15,C11,F,71,861.79
STATE 17,C6 ,M,71,857.4
STATE 02,C11,F,71,856.81
STATE 12,C6 ,M,71,841.73
STATE 15,C11,M,71,812.98
STATE 01,C1 ,F,71,797.42
STATE 06,C1 ,M,71,787.22
STATE 07,C6 ,F,71,784.39
STATE 15,C6 ,F,71,769.13
STATE 02,C6 ,M,71,766.9
STATE 15,C1B,M,71,763.66
STATE 02,C11,F,71,759.15
STATE 15,C1B,F,71,757.19
STATE 04,C11,M,71,756.38
STATE 15,C6 ,M,71,750
STATE 15,C11,F,71,738.51
STATE 13,C6 ,F,71,731.03
STATE 14,C71,M,71,730.59
STATE 04,C1 ,F,71,700
STATE 15,C6 ,F,71,696.83
STATE 06,C6 ,F,71,693.96
STATE 15,C11,F,71,681.14
STATE 15,C7 ,F,71,680.01
STATE 15,F11,F,71,679.2
STATE 15,C6 ,M,71,678.49
STATE 07,C6 ,M,71,673.93
STATE 10,C11,F,71,636.7
STATE 10,C1B,M,71,629.68
STATE 15,C6 ,F,71,623.89
STATE 06,C6 ,M,71,597.06
STATE 04,C7 ,M,71,593.14
STATE 12,C6 ,M,71,579.38
STATE 02,C6 ,M,71,579.18
STATE 02,C6 ,F,71,576.57
STATE 15,C6 ,M,71,564.6
STATE 13,C1 ,F,71,562.05
STATE 15,C6 ,M,71,555.61
STATE 15,C1 ,M,71,544.14
STATE 15,C6 ,M,71,543.54
STATE 15,C7 ,M,71,541.67
STATE 13,C11,F,71,527.34
STATE 17,C6 ,F,71,525.23
STATE 17,C1B,F,71,525.14
STATE 15,C1A,M,71,516.87
STATE 15,C6 ,M,71,500
STATE 02,C6 ,M,71,499.91
STATE 04,C6 ,F,71,497.22
STATE 07,C6 ,M,71,465.04
STATE 06,C6 ,M,71,451.31
STATE 15,C6 ,F,71,445.92
STATE 02,F11,M,71,439.08
STATE 04,C7 ,F,71,394
STATE 17,C11,M,71,364.63
STATE 01,C1 ,F,71,342.24
STATE 15,C6 ,F,71,335.58
STATE 04,C6 ,F,71,332.06
STATE 02,C6 ,F,71,331.96
STATE 15,C6 ,M,71,315.53
STATE 15,C11,F,71,315
STATE 17,F6 ,F,71,309.53
STATE 06,C6 ,M,71,308.96
STATE 06,C6 ,F,71,298.19
STATE 15,C6 ,M,71,296.64
STATE 04,F6 ,M,71,296.61
STATE 15,C11,M,71,280.36
STATE 15,C6 ,F,71,276.41
STATE 02,C1 ,M,71,271.36
STATE 15,C11,F,71,221.76
STATE 15,C11,M,71,220.76
STATE 15,C6 ,M,71,216.67
STATE 02,C6 ,F,71,151.75
STATE 15,F6 ,M,71,111.99
STATE 06,C11,M,71,87
STATE 02,C11,F,71,10
STATE 10,C7B,F,70,21404.96
STATE 06,C7B,F,70,19348.67
STATE 15,C71,M,70,17381.23
STATE 15,C1 ,F,70,14958.11
STATE 06,C1 ,F,70,13835.56
STATE 03,C71,M,70,10527.4
STATE 15,C7 ,F,70,8899.39
STATE 02,F71,M,70,8785.14
STATE 07,C7 ,M,70,7851.75
STATE 06,C1 ,M,70,7751.55
STATE 15,C71,F,70,7240.46
STATE 17,C71,F,70,6686.93
STATE 15,C7A,M,70,5711.53
STATE 02,C7 ,M,70,5705.38
STATE 15,C72,F,70,4784.73
STATE 12,C11,F,70,4140.34
STATE 07,C7 ,F,70,3804.44
STATE 06,C7B,M,70,3760.07
STATE 04,C7 ,M,70,3649.93
STATE 02,C7B,M,70,3100.86
STATE 15,C7 ,F,70,3000
STATE 12,C1 ,M,70,2839.35
STATE 15,C7 ,M,70,2819.38
STATE 15,C71,F,70,2757.83
STATE 02,C1B,M,70,2664.91
STATE 15,C1 ,M,70,2604.35
STATE 15,C7 ,F,70,2565.84
STATE 13,C7 ,M,70,2498.83
STATE 02,F7 ,M,70,2498.36
STATE 04,C71,M,70,2390.4
STATE 15,C7 ,F,70,2261.71
STATE 13,C1 ,M,70,2221.87
STATE 15,C7 ,M,70,2139.9
STATE 02,C11,F,70,2098.31
STATE 15,C71,F,70,2000
STATE 17,C7 ,F,70,1908.4
STATE 03,C11,M,70,1815.31
STATE 12,C72,M,70,1708.23
STATE 03,C1 ,M,70,1642.47
STATE 17,C71,M,70,1639.82
STATE 04,C71,M,70,1600
STATE 10,C71,M,70,1588.1
STATE 02,F71,M,70,1556.03
STATE 02,C1 ,M,70,1505.2
STATE 06,C7 ,M,70,1500.48
STATE 04,C71,M,70,1470.11
STATE 15,F71,M,70,1460.86
STATE 15,C71,M,70,1428
STATE 02,F71,M,70,1412
STATE 06,C71,M,70,1400.07
STATE 01,C71,M,70,1397.89
STATE 15,C1B,F,70,1388.57
STATE 03,C71,M,70,1363.23
STATE 01,C71,M,70,1347.91
STATE 04,C72,F,70,1308.68
STATE 07,C7 ,F,70,1292.04
STATE 15,C1 ,F,70,1273.97
STATE 03,C71,M,70,1232.48
STATE 15,C7 ,F,70,1200
STATE 01,C1 ,F,70,1132.41
STATE 02,C7 ,F,70,1124.34
STATE 04,C7 ,M,70,1113.37
STATE 15,C71,M,70,1100
STATE 15,F1 ,M,70,1078.04
STATE 12,C7 ,M,70,1007.6
STATE 15,F7 ,M,70,998.93
STATE 06,C1 ,M,70,998.69
STATE 02,C11,M,70,993.19
STATE 15,C11,F,70,986.4
STATE 02,C11,M,70,975.5
STATE 04,C71,F,70,972.95
STATE 02,C71,M,70,964.22
STATE 14,F71,M,70,948.7
STATE 03,C71,M,70,931.33
STATE 07,C7 ,F,70,905.03
STATE 03,C11,M,70,898.55
STATE 13,C1B,M,70,843.56
STATE 15,C1 ,F,70,841.13
STATE 02,C1 ,F,70,834.82
STATE 15,C1 ,M,70,822.1
STATE 14,C7 ,F,70,812.89
STATE 15,C11,M,70,798.43
STATE 04,C7 ,F,70,784.78
STATE 15,C1 ,F,70,762.22
STATE 17,C71,M,70,761.22
STATE 14,C1 ,F,70,754.56
STATE 15,C71,F,70,733.64
STATE 07,C7 ,M,70,724.08
STATE 06,C1 ,F,70,710.2
STATE 15,F1 ,M,70,707.61
STATE 01,F7 ,F,70,707.4
STATE 10,C11,F,70,685.71
STATE 06,C7 ,F,70,683.06
STATE 04,C71,F,70,675.47
STATE 02,C71,M,70,674.7
STATE 02,C71,M,70,667
STATE 02,C7 ,M,70,646.16
STATE 15,C7 ,M,70,622.53
STATE 17,C71,M,70,620.8
STATE 06,C1 ,M,70,611.58
STATE 04,C71,M,70,610.66
STATE 06,C1 ,M,70,608.88
STATE 15,F11,M,70,604.95
STATE 15,C2 ,M,70,600.59
STATE 15,C71,M,70,587.51
STATE 17,C71,F,70,580.48
STATE 14,F71,M,70,569.8
STATE 17,C7 ,M,70,532.14
STATE 13,C7 ,M,70,498.42
STATE 15,C11,M,70,494.21
STATE 04,C71,F,70,490.25
STATE 17,C7 ,F,70,489.73
STATE 15,C7 ,F,70,479.66
STATE 01,C11,M,70,472.72
STATE 15,C7 ,M,70,465.5
STATE 10,C71,F,70,460.22
STATE 17,C7B,M,70,457.31
STATE 04,C71,M,70,446.57
STATE 15,C72,F,70,426.3
STATE 06,C1 ,F,70,425.76
STATE 03,C11,M,70,396.76
STATE 15,C11,M,70,376.06
STATE 12,C1B,M,70,369.59
STATE 04,C7 ,M,70,354.86
STATE 15,C1 ,F,70,329.91
STATE 15,C1 ,M,70,316.5
STATE 10,C7 ,F,70,295.69
STATE 04,C71,M,70,280.45
STATE 15,C71,F,70,272.83
STATE 02,C1 ,F,70,272.01
STATE 15,C11,M,70,268.6
STATE 04,C7 ,M,70,258.5
STATE 04,C71,M,70,254.2
STATE 15,C7 ,M,70,252
STATE 06,C71,M,70,246.96
STATE 14,F11,F,70,237.39
STATE 14,C7 ,F,70,191.09
STATE 15,F71,M,70,172.95
STATE 15,F71,M,70,170.46
STATE 15,C71,M,70,149.63
STATE 01,C7 ,F,70,111.56
STATE 02,C1 ,M,70,64
STATE 15,C1 ,M,70,53.98
STATE 17,C7 ,M,70,50
STATE 07,C7 ,F,69,60000
STATE 02,C11,M,69,17240.81
STATE 15,C71,M,69,15210.32
STATE 10,C7 ,M,69,11392.59
STATE 04,C7 ,F,69,9872.23
STATE 06,C7 ,F,69,9756.78
STATE 02,C7 ,M,69,8866.14
STATE 01,C7 ,F,69,7523.88
STATE 15,C7 ,F,69,5638.67
STATE 06,C1 ,F,69,4643.8
STATE 02,C7 ,M,69,4619
STATE 13,C1 ,F,69,4592.5
STATE 03,C71,M,69,4586
STATE 15,C1 ,M,69,4161.48
STATE 15,C7 ,M,69,4016.56
STATE 15,C7A,M,69,4000
STATE 12,C11,M,69,3864.06
STATE 15,C1 ,M,69,3741.14
STATE 17,C71,F,69,3725.26
STATE 17,C7B,M,69,3523.9
STATE 15,C1 ,M,69,3500
STATE 17,C71,M,69,3437.17
STATE 10,F1 ,M,69,3401.33
STATE 12,C11,F,69,3123.61
STATE 01,C71,F,69,3064.5
STATE 10,C7B,M,69,3007.96
STATE 15,C11,M,69,2963.39
STATE 06,C71,M,69,2848.08
STATE 17,C7 ,F,69,2773.08
STATE 02,C1 ,M,69,2533
STATE 07,F71,M,69,2431.79
STATE 06,C1 ,F,69,2378.85
STATE 15,C7 ,M,69,2235.69
STATE 13,C7B,M,69,2202.5
STATE 10,F7 ,M,69,2192.98
STATE 14,F7 ,M,69,2182.08
STATE 15,F71,M,69,2143.83
STATE 02,C1B,F,69,2066.24
STATE 13,C71,F,69,2061.95
STATE 02,C7 ,M,69,2025
STATE 03,C7 ,M,69,2003.4
STATE 06,C11,M,69,1888.25
STATE 04,C7 ,M,69,1863.54
STATE 17,C71,M,69,1856.45
STATE 02,C7 ,F,69,1821.66
STATE 10,C71,M,69,1752.16
STATE 02,F11,F,69,1731
STATE 12,C11,F,69,1709.08
STATE 15,C11,F,69,1686.2
STATE 15,C1A,F,69,1650
STATE 04,C71,M,69,1648.41
STATE 15,C1 ,F,69,1613.75
STATE 15,C71,F,69,1601.01
STATE 06,C71,F,69,1599.07
STATE 15,C71,M,69,1592.26
STATE 15,C11,M,69,1552.37
STATE 15,C7B,M,69,1548
STATE 10,C1 ,F,69,1543.88
STATE 15,C7B,M,69,1502.55
STATE 15,C71,F,69,1441.86
STATE 15,C11,M,69,1430.52
STATE 12,C2 ,M,69,1428.87
STATE 06,C71,M,69,1424.07
STATE 17,C71,M,69,1381.16
STATE 15,C7 ,F,69,1376.59
STATE 12,C11,F,69,1346.31
STATE 02,C1 ,M,69,1342.04
STATE 04,C7 ,M,69,1336.26
STATE 17,C71,F,69,1251.4
STATE 02,C7 ,F,69,1248.01
STATE 04,C71,F,69,1194.82
STATE 15,C11,M,69,1160.5
STATE 15,C7 ,M,69,1136.97
STATE 06,C1 ,F,69,1117.99
STATE 03,C1 ,F,69,1117.82
STATE 15,C2 ,M,69,1112.54
STATE 03,C11,M,69,1085
STATE 04,C7B,M,69,1079.39
STATE 01,C7 ,F,69,1065.7
STATE 04,C7 ,F,69,1058.27
STATE 15,C1 ,M,69,1047.49
STATE 02,C71,F,69,1036.1
STATE 17,C71,M,69,990.86
STATE 14,C11,M,69,958.45
STATE 14,C71,M,69,950.61
STATE 15,C1 ,M,69,947.71
STATE 06,C1B,M,69,945.56
STATE 15,C1 ,M,69,945.39
STATE 12,C1 ,M,69,943.31
STATE 03,C71,M,69,935.17
STATE 04,C7 ,M,69,902.1
STATE 15,C1 ,F,69,900
STATE 13,C71,F,69,883.75
STATE 06,C1 ,M,69,880.82
STATE 15,C11,M,69,880.2
STATE 15,C71,F,69,875.28
STATE 10,C71,M,69,871.16
STATE 15,F1 ,F,69,863.43
STATE 02,C7 ,M,69,858.42
STATE 04,C7 ,M,69,851.49
STATE 17,C71,M,69,835.05
STATE 15,C7B,F,69,800
STATE 15,C7B,M,69,787.04
STATE 11,C7B,F,69,783.53
STATE 06,C1 ,F,69,742.15
STATE 02,C1 ,M,69,731.35
STATE 15,C71,M,69,728.53
STATE 14,C71,M,69,713.55
STATE 17,C7 ,M,69,701.89
STATE 02,C71,F,69,698.49
STATE 15,C7A,M,69,695.53
STATE 15,C71,F,69,690.92
STATE 17,C7 ,F,69,689.11
STATE 15,C1B,F,69,685
STATE 14,F7 ,M,69,675
STATE 15,C71,M,69,673.51
STATE 06,C11,M,69,672.31
STATE 15,C7 ,F,69,663.91
STATE 03,C1 ,F,69,656.93
STATE 15,C1 ,F,69,654.75
STATE 15,C71,M,69,651.09
STATE 04,C71,F,69,645.8
STATE 04,C71,M,69,642.82
STATE 06,C71,M,69,633.79
STATE 15,C1 ,M,69,626.38
STATE 17,C7B,M,69,624.26
STATE 02,C1 ,M,69,623.89
STATE 06,C7 ,M,69,617.4
STATE 15,C71,M,69,609.74
STATE 15,C11,F,69,606.36
STATE 02,C11,M,69,596.99
STATE 07,C7 ,M,69,585.36
STATE 15,C71,M,69,573.4
STATE 02,C7A,F,69,559
STATE 15,C7B,M,69,552.16
STATE 15,C11,M,69,548.6
STATE 03,C7B,M,69,535
STATE 15,C1 ,M,69,514.71
STATE 15,C1 ,M,69,498.42
STATE 07,F7 ,M,69,498.11
STATE 04,C7B,M,69,488.23
STATE 15,C11,M,69,488.16
STATE 10,C7 ,F,69,484.1
STATE 02,C71,F,69,460.33
STATE 15,C11,M,69,458
STATE 15,C71,M,69,443.95
STATE 03,C71,M,69,440.86
STATE 17,C71,F,69,439.54
STATE 13,C1 ,M,69,431.98
STATE 03,C7 ,M,69,400
STATE 03,C7 ,M,69,400
STATE 10,C1 ,F,69,399.75
STATE 02,C1 ,M,69,394.49
STATE 06,C7 ,F,69,390
STATE 04,C71,M,69,376.14
STATE 14,C11,F,69,332.52
STATE 15,C7 ,F,69,321.6
STATE 15,C11,M,69,299.25
STATE 17,F7 ,M,69,297.41
STATE 15,C71,M,69,288.96
STATE 17,C71,F,69,280.9
STATE 06,C71,M,69,264.7
STATE 07,C71,M,69,253.59
STATE 03,F7 ,F,69,249.87
STATE 15,C71,M,69,245.93
STATE 15,C7 ,M,69,237.37
STATE 04,C7B,M,69,234.2
STATE 15,C7 ,F,69,223.23
STATE 02,C7 ,M,69,209.83
STATE 04,C71,M,69,172.06
STATE 10,C7 ,F,69,164.7
STATE 04,C7 ,M,69,161.2
STATE 14,C11,M,69,138.86
STATE 17,C7 ,F,69,128
STATE 17,C71,M,69,104.95
STATE 15,F71,F,69,101.25
STATE 15,C1 ,F,69,100
STATE 04,F71,M,69,85.5
STATE 15,C7 ,F,69,75
STATE 15,C7 ,M,69,68.74
STATE 15,C7 ,F,69,30
STATE 04,C7 ,M,68,24624.44
STATE 17,C7B,M,68,14104
STATE 15,C71,F,68,9562.71
STATE 06,C7 ,M,68,9234.78
STATE 06,C7 ,M,68,8381.6
STATE 15,C11,M,68,8123.33
STATE 15,C71,M,68,7389.16
